id ,farm_id,sonotype ,time ,date ,,,,,,,,,,,,,,,number of bat species ,shannon diversity ,number of shade trees,shannon index shade trees 
,ama_a,QCF_20_29_E,22:15:56,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:20:20,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:15:51,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,FM_25_50_N,22:25:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:25:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:35,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:40,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:55,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:25:50,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:25:50,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:10,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:30:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:35,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:40,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:50,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:01,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:06,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:11,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:30:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:35:16,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_E,22:35:16,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:21,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:26,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:31,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:36,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:51,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:56,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:40:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,22:40:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_E,22:40:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:35:41,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:10,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:20,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:40:55,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:20,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,22:45:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:10,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:20,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:40,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:35,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:01,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:55,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:05:50,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:06,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:11,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:16,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:21,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:26,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:36,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:41,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:31,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:46,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:51,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:10:56,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:15:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:15:10,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:15:25,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:15:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:25:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,FM_20_40_V,23:30:31,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:00,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:05,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:15,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:20,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:35,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:30,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:40,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:45,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_30_40_M,23:40:55,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:55,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:40:50,21/10/2024,,,,,,,,,,,,,,,,,,
,ama_a,QCF_20_29_M,23:50:01,21/10/2024,,,,,,,,,,,,,,,,,,
